CATALOGUENUMBER;SPECIESSUMMARY;SPECIESID_GENETIC;SAMPLING;TypeOfSample;NESTCOLLECTION;BDM;PLOT;COMMUNEEXTRACT;NUMBERWORKERS;X;Y;ALTITUDE;HABITAT;NUMBERQUEENS;NUMBERMALES;NUMBERLARVAE;NUMBERCOCOONS;IDENTIFIER;GENUSID;SPECISID;DATEIDENTIFICATION;CONFIRMEDID;SPECIESIDFINAL;COMMENTS;slope25;topo;south;gt_ch_100;LU18_46cl;LC18_27cl;SampleDate;SoilTemp;SoilTempAnomaly;TypeOfOpen;mixedForest;Grass;Forb;Shrub;Bare;Litter;Moss;bio1_tmean_8110;bio2_dr_8110;bio1_tmean_8110_8111;bio2_dr_8110_8111;bio5_tmaxw_8110;bio6_tminc_8110;bio7_tar_8110;bio8_twetq_8110;bio9_tdryq_8110;bio10_twarmq_8110;bio11_tcoldq_8110;bio12_p_8110;bio13_pwet_8110;bio14_pdry_8110;bio15_ps_8110;bio16_pwetq_8110;bio17_pdryq_8110;bio18_pwarmq_8110;bio19_pcoldq_8110;col;
1639;Camp_lign;Camp_lign;public;NA;non;NA;NA;Bursins;NA;511316;145496;534;ZoneConstruite;1;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;reine désailée;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
1667;Camp_lign;Camp_lign;public;NA;non;NA;NA;Le Lieu;5;509766;165191;1036;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
1585;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Ballaigues;7;522535;175539;782;Autre;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
4619;Camp_lign;Camp_lign;public;NA;non;NA;NA;Pully;1;541092;151879;500;lisiere;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
4853;Camp_lign;Camp_lign;public;NA;non;NA;NA;Le Mont-sur-Lausanne;2;538529;156646;717;ForetMixe;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
1851;Camp_lign;Camp_lign;public;NA;non;NA;NA;Vallorbe;1;516651;173749;1215;ForetFeuillus;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
4341;Camp_lign;Camp_lign;public;NA;non;NA;NA;Gryon;1;572647;125797;1227;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
1764;Camp_lign;Camp_lign;public;NA;non;NA;NA;Vallorbe;1;516651;173749;1215;ForetFeuillus;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
9423;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Pully;10;540630;153006;632;ZoneConstruite;NA;NA;1;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
6856;Camp_lign;Camp_lign;public;NA;non;NA;NA;Le Chenit;5;507474;162593;1028;ZoneConstruite;10;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;reines ailées;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
5737;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Ferreyres;NA;526316;168814;620;ForetMixe;1;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;reine désailée;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
3818;Camp_lign;Camp_lign;public;NA;non;NA;NA;Château-d'Oex;4;575805;146981;988;lisiere;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
2623;Camp_lign;Camp_lign;public;NA;non;NA;NA;Rougemont;7;581631;148404;1018;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
2108;Camp_lign;Camp_lign;public;NA;non;NA;NA;Gimel;1;509304;155108;1326;lisiere;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
2209;Camp_lign;Camp_lign;public;NA;non;NA;NA;Gingins;1;502652;142237;659;ForetFeuillus;1;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;reine ailée;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
15974;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Gryon;7;571905;126053;1263;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
13605;Camp_lign;Camp_lign;public;NA;non;NA;NA;Montreux;NA;560766;144498;1000;Autre;NA;NA;NA;NA;Simon Vogel;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
17116;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Vaulion;3;517446;171265;1319;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign; zone échantillonnée par différents étudiants du cours bioindication, 1 épinglé;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
16424;Camp_lign;Camp_lign;public;NA;non;NA;NA;Aigle;1;564319;128380;479;lisiere;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
16111;Camp_lign;Camp_lign;public;NA;non;NA;NA;Aigle;1;564315;128388;483;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
15222;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Rossinière;7;572826;146526;970;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
14051;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Lavey-Morcles;8;568192;116378;440;ForetFeuillus;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
13803;Camp_lign;Camp_lign;public;NA;non;NA;NA;Ormont-Dessus;2;576097;134077;1191;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
13603;Camp_lign;Camp_lign;public;NA;non;NA;NA;Champagne;2;540212;187867;559;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
13436;Camp_lign;Camp_lign;public;NA;non;NA;NA;Moudon;8;550424;168067;516;lisiere;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
13433;Camp_lign;Camp_lign;public;NA;non;NA;NA;Bottens;10;540875;162227;781;ForetMixe;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
12972;Camp_lign;Camp_lign;public;NA;non;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;hors canton VD;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
12880;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Montreux;6;560732;142135;668;NA;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
12810;Camp_lign;Camp_lign;public;NA;non;NA;NA;Bex;2;570249;125062;1177;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
12304;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Ollon;9;564164;126591;413;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
12236;Camp_lign;Camp_lign;public;NA;non;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;hors canton VD;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
12011;Camp_lign;Camp_lign;public;NA;non;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;hors canton VD;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
11856;Camp_lign;Camp_lign;public;NA;non;NA;NA;Veytaux;1;560853;140278;373;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
11054;Camp_lign;Camp_lign;public;NA;non;NA;NA;Payerne;1;562900;182652;562;ForetMixe;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
10696;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Tévenon;8;538028;188775;757;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
8392;Camp_lign;Camp_lign;public;NA;non;NA;NA;Chardonne;1;552032;148841;860;Autre;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
8378;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Chardonne;2;552137;148012;769;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
7745;Camp_lign;Camp_lign;public;NA;non;NA;NA;Chardonne;1;552657;148880;945;Autre;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
7576;Camp_lign;Camp_lign;public;NA;non;NA;NA;Leysin;2;566839;132593;1387;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
8906;Camp_lign;Camp_lign;public;NA;non;NA;NA;Bex;3;570361;124950;1171;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
10416;Camp_lign;Camp_lign;public;NA;non;NA;NA;Chexbres;NA;548803;148415;592;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
5900;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Ferreyres;4;525916;168864;639;ForetFeuillus;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
5823;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Ollon;3;564501;127125;430;Carriere;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
1933;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Aigle;4;565031;128918;510;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
4821;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Blonay;8;558648;145593;573;ForetFeuillus;NA;NA;NA;NA;Simon Vogel;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
16117;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Cremin;2;554058;174271;642;Autre;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
3003;Camp_lign;Camp_lign;public;NA;non;NA;NA;Lausanne;NA;543137;156752;875;ZoneConstruite;1;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;reine désailée;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
7375;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Puidoux;3;549676;149799;683;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
7170;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Bex;NA;570488;124088;813;transport;1;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;reine désailée;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
7138;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Bex;5;570488;124088;813;transport;NA;NA;NA;NA;Simon Vogel;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
6682;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Blonay;7;560008;147374;1131;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
6177;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Aigle;7;564516;128503;568;CulturePerm;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
5817;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Ollon;2;564501;127125;430;Carriere;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
5587;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Ferreyres;7;525916;168864;639;ForetFeuillus;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
5528;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Ollon;2;564501;127125;430;Carriere;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
5250;Camp_lign;Camp_lign;public;NA;non;NA;NA;Bourg-en-Lavaux;2;544651;150100;625;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
4346;Camp_lign;Camp_lign;public;NA;non;NA;NA;Montreux;3;560748;144455;999;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
3497;Camp_lign;Camp_lign;public;NA;oui;NA;NA;Ferreyres;4;526452;168550;614;Autre;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
2949;Camp_lign;Camp_lign;public;NA;non;NA;NA;Aigle;1;564379;128380;490;lisiere;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
1193;Camp_lign;Camp_lign;public;NA;non;NA;NA;Arzier-Le Muids;1;505605;145896;843;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
1178;Camp_lign;Camp_lign;public;NA;non;NA;NA;Montherod;6;517714;151680;570;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
558;Camp_lign;Camp_lign;public;NA;non;NA;NA;Le Vaud;1;507765;148077;807;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#F9ED32;
